given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,ensemble_sentiment,ensemble_sentiment_confidence
,0.0,United,0,united bummer thank quick response,positive,0.6544
Damaged Luggage,1.0,United,0,united didnt time take wet clothessuit back airport wasnt going pay another cab,negative,1.0
Damaged Luggage,0.3463,United,0,united didnt realize bag content wet got hotel sent suitshirts dry cleaned mtgs start tomorrow,negative,0.6711472868919373
Late Flight,1.0,United,0,united load plane ord knowing pilot hr late discover plane need fueled wtf united incompetent,negative,1.0
Customer Service Issue,1.0,United,0,united resolved im sick tired waiting want refund id speak someone,negative,1.0
Customer Service Issue,1.0,United,0,united im really glad waited phone hour sent voicemail customer service suck nothing,negative,1.0
Bad Flight,0.3492,United,0,united caused riot airplane never seen anything,negative,1.0
Customer Service Issue,0.657,United,0,united instead sending inaccurate email delay every min say,negative,1.0
Customer Service Issue,1.0,United,1,united glad ive waiting hour minute ive transferred time without resolving anything worst service,negative,1.0
Customer Service Issue,1.0,United,0,united still need help hung twice customer service rep said way help gate rep phone rep,negative,1.0
,,United,0,united let u know advance reboot yes thanks attentiveness,positive,1.0
Customer Service Issue,1.0,United,0,united lol little late,negative,1.0
Lost Luggage,1.0,United,0,united yes bag came hr arrived baggage claim awful experience ground bhm,negative,1.0
Late Flight,1.0,United,1,united fernheinig delay due making now back gate multiple time maybe take accountability,negative,1.0
Customer Service Issue,0.3718,United,0,united give leg room people row fill bin pls start charging httptconytuxfqf,negative,1.0
Late Flight,1.0,United,0,united please tell clt need gate waiting now min,negative,1.0
Late Flight,1.0,United,0,united load u flying sardine knew pilot hour late incompetent beyond belief,negative,1.0
,0.0,United,0,united booked ewrfll first two let see compare garbage americanair first class become,negative,0.9580062031745911
Bad Flight,1.0,United,0,united seat god awful,negative,1.0
Customer Service Issue,0.3549,United,0,united good try southwestair got safer sooner,positive,0.8642963767051697
,,United,0,united wanted compliment ur phone agent jeanette reflight booking problem rdu sea thru sfo connecting thru ewr cancelled flightled,positive,1.0
Late Flight,1.0,United,0,united hour min delay far love round hour go bed,negative,1.0
,,United,0,united educate bohol c wall volunteer staff help kid buy plane ticket cant help,neutral,1.0
,,United,0,united need albuquerque nm usa cebu philippine im providing educational help kid help,neutral,1.0
Bad Flight,1.0,United,0,united im ua direct tv isnt working avoid future,negative,1.0
longlines,0.6544,United,0,united truly drunk uncle boarding dont believe gate agent overhead full dont reserve aisle httptcocdzhtydak,negative,1.0
Can't Tell,1.0,United,0,united sure,negative,1.0
,0.0,United,0,united plane thoughtful enough ask got prob others deserved,neutral,0.7433610558509827
Late Flight,0.6549,United,0,united option co tonight doesnt look ua make time ua reserve hotel room,negative,0.8495255708694458
Late Flight,0.3535,United,0,united appreciated case waited extra minute lost mechanic fax log faxlike s,negative,0.6566
,0.0,United,0,united delta coming clutch finally taking home,positive,0.9293167591094971
Customer Service Issue,1.0,United,0,united customer service suck hang waiting hour talking minute,negative,1.0
Customer Service Issue,0.3511,United,0,united jp dm message cant dm united,neutral,0.9261358380317688
Can't Tell,0.6546,United,0,united strike board anyone there something wrong plane common sense,negative,1.0
Can't Tell,0.6594,United,0,united thanks miserable trip gnvltltltfsd,negative,1.0
Cancelled Flight,0.6659,United,0,united missed ktm due ur cancelled flightlation mike supervisor disgusting now day late apology upgrade offer lhr ord,negative,1.0
,0.0,United,0,united left ipad mcogtiad long hear back claim submitted ty,neutral,0.9670731425285339
,0.0,United,0,united social medium team point oscarnight,neutral,0.91176837682724
Late Flight,1.0,United,1,united always happy start life new wife hr travel delay due maintenece appear incompetence,negative,1.0
Bad Flight,1.0,United,1,united airline oscar doesnt carry abc direct tv fail now cant watch oscar united,negative,1.0
Late Flight,0.6631,United,1,united last time fly unitedairlines screw every trip now stuck ord miss work,negative,1.0
,0.0,United,0,united didnt know buying seat first class request sit first class interesting,neutral,0.8041777610778809
Lost Luggage,0.3709,United,0,united understand intention pale comparison day lost wage wife delay,negative,1.0
Lost Luggage,1.0,United,0,united need help missing bag,negative,1.0
Flight Booking Problems,0.3709,United,0,united given,negative,1.0
,0.0,United,0,united stand list ase ord im poor person aspen thats im asking standby twitter,neutral,0.7695691585540771
Late Flight,0.3845,United,0,united changed entire plan vacation now alone day night early nowhere stay help,negative,0.9359229207038879
Late Flight,0.7040000000000001,United,1,united ua heading back gate bc improper load ur packing u gill least take care load bag expecting comp,negative,1.0
Late Flight,1.0,United,1,united worst airline sitting plane houstonbush airport now hour half waiting late passenger,negative,1.0
Customer Service Issue,0.6769,United,1,united might possibly worst service planet,negative,1.0
Customer Service Issue,0.6746,United,2,united deceptive marketing practice promised booked flight retain status now granting neverflyunited,negative,1.0
Late Flight,1.0,United,0,united hey many time change ua going tonight mia ewr,negative,1.0
Lost Luggage,0.6307,United,0,united sent next haydensteamboat hdn denver im hoping,neutral,0.7419488430023193
Lost Luggage,0.3683,United,0,united pick bring shuttle went double check said still concourse,negative,1.0
Lost Luggage,0.6842,United,0,united honestly couldnt tell know originally going brought concourse,negative,0.6842
Late Flight,1.0,United,0,united missing day vacation see husband delay stuff happens wish handled better,negative,1.0
Late Flight,0.6655,United,0,united ua now different departure time wtf make mind,negative,1.0
Customer Service Issue,0.3542,United,1,united thanks making everyone wait dark hour newark try figure gate go incompetence,negative,1.0
,,United,0,united thank following,positive,1.0
,,United,0,united claudia iah terminal b travel assistance set great service thank,positive,1.0
,,United,0,united possible add known traveler number ticket booking problem,neutral,1.0
Customer Service Issue,0.6361,United,0,united doesnt daughter booked gold member mile upgrade list tomorrow,neutral,0.889599084854126
,0.0,United,0,united award longer showing available possible become available,neutral,0.870654284954071
,0.0,United,0,united dfw iad cancelled flightled mechanical rental car mdtmy origin,neutral,0.6137
,,United,0,united help iah sfo earlier tonight,neutral,1.0
Can't Tell,0.6188,United,0,united point flight past week last one really suck shit,negative,1.0
Customer Service Issue,0.6433,United,0,united thought american bad horrible service min late excuse,negative,1.0
Late Flight,1.0,United,0,united ua iah gt sjo delayed hour crazy,negative,1.0
Customer Service Issue,0.6756,United,0,united dont know detail bc need explore option im unable bc site wont let meseems ongoing,negative,1.0
Late Flight,0.6735,United,0,united free wifi flight delayed min allowed,negative,1.0
,,United,0,united told u wrong carousel number,neutral,1.0
,0.0,United,0,united thanks,neutral,0.6705
Lost Luggage,1.0,United,0,united cdglas hour luggage sfo ive wearing clothes hour thank flythefriendlyskies,negative,1.0
Late Flight,0.6722,United,1,united airline joke friend trapped houston sat sight unitedworstever trappedhouston,negative,1.0
Can't Tell,1.0,United,0,united hate passenger,negative,1.0
Bad Flight,0.6522,United,0,united plane sitting hanger day numerous mechanical problem doesnt anyone actually maintenance,negative,1.0
Late Flight,1.0,United,0,united future delay cause hour wait slept night airport ensuring seating choice replacement good,negative,1.0
Late Flight,1.0,United,0,united delayed keep changing delayed delayed checkin time late flightr httptcontuixdbyr,negative,1.0
Late Flight,1.0,United,0,united long day delay please u dallas tonight finger crossed winterstorm whichisworsedenordfw,negative,1.0
Late Flight,0.3516,United,0,united time changed without official notification almost missed morning cool,negative,1.0
Lost Luggage,1.0,United,0,united record denver concourse prior gettin shuttle want confirm location,negative,1.0
,,United,0,united lax sunrise ual laxjfk,neutral,1.0
,0.0,United,0,united next haydensteamboat,neutral,0.9125736355781555
Lost Luggage,0.6327,United,0,united needed steamboat meeting pm took shuttle united customer service people said bag,neutral,0.97391676902771
Customer Service Issue,0.6614,United,0,united good word describing angry pissed customer made,negative,1.0
Customer Service Issue,0.6966,United,1,united late huge step towards decline service agent arrogant unitedairlines,negative,1.0
,,United,0,united denver baggage handler totally impressed u today lung barely made run connect bag problem den,positive,1.0
Late Flight,0.6838,United,0,united newark stuck runway miss connection sorry inconvenience,negative,1.0
Late Flight,0.6316,United,0,united false,negative,1.0
Customer Service Issue,0.3502,United,0,united sitting runway newark wont let plane gate connection board minute united hate u,negative,1.0
,,United,0,united thanks first time united lounge felt welcomed,positive,1.0
Customer Service Issue,0.6657,United,0,united ana ticket holder use lounge u united booked u grumpykim,negative,1.0
,,United,0,united good evening ua assist issue via dm,neutral,1.0
Late Flight,1.0,United,0,united never delayed hour due unbalanced load delay flylaxairport great job idiot,negative,1.0
Can't Tell,0.6879,United,0,united failure unitedairlines,negative,1.0
,,United,0,united cancelled anytime keep night httptcoavrtowtyzk,negative,0.7790961861610413
Late Flight,0.6522,United,0,united guy suck delay er didnt even curtesy let know unitedairlines,negative,1.0
Flight Attendant Complaints,1.0,United,0,united unfortunately bad experience flying saturday inpolite crew bad delay,negative,1.0
Bad Flight,0.3556,United,0,united seriously min plane bhm now min baggage still bag worstairlineever,negative,1.0
,0.0,United,0,united thanks updating hour delay exact second got atl,positive,0.6893
Flight Booking Problems,0.3634,United,0,united nippon now booked united replace one missed,neutral,0.9320583343505859
Can't Tell,0.3626,United,0,united subtlety gate change kidding,neutral,0.9137012362480164
Flight Attendant Complaints,1.0,United,0,united good yr friendly sky relationship day agent told im canadian thus good enough military preboard,negative,1.0
Customer Service Issue,0.3596,United,0,united yes trying upgrade seat now available spot,negative,0.6966
Can't Tell,0.352,United,0,united rikrik made come help anything jp inconvience,neutral,0.9425910711288452
,,United,0,united rikrik made come help anything jp free ticket convince,neutral,1.0
Customer Service Issue,1.0,United,0,united rikrik made come help anything jp service hasnt great,negative,1.0
Can't Tell,0.6533,United,0,united think im flying help,negative,1.0
,,United,0,united resolved hour work ground amp somehow system reset takeoff appreciate quick responseservice,positive,1.0
Bad Flight,0.3697,United,0,united always fucken nightmare airline fail lazy alwayslate worstairlineever,negative,1.0
Flight Attendant Complaints,0.3608,United,0,united told checked soon allowed seat available plane except middle,neutral,0.7640376687049866
Bad Flight,0.6297,United,0,united everytime fly ur airline hate even thanks terrible service,negative,1.0
Flight Booking Problems,1.0,United,0,united really bumped gold status asked pay keep fewer mile worth,negative,1.0
Can't Tell,1.0,United,1,united always surprise awfulness airline guy suck worst,negative,1.0
Can't Tell,0.6596,United,0,united early enough green tag go otis still sitting ord,negative,1.0
,,United,0,united add earlier tweet daughter th bday present thank hard work making happen,positive,1.0
,,United,0,united guy named otis ord know customerservice able bag upgraded sure,neutral,0.7440003156661987
Can't Tell,0.3361,United,0,united lpdstock tweet bot obviously dont sarcasm making computer real people,negative,0.8819304704666138
,0.0,United,0,united wonderful job today got wife daughter pgh orlando delayed luggage,positive,0.9770607948303223
Customer Service Issue,1.0,United,0,united customer service whats,negative,1.0
Customer Service Issue,0.672,United,1,united overflight booking problem plane departing delayed returning quick fix amp breaking attitudycustomer service worstairline,negative,1.0
,,United,0,united jeffsmisek robertfor fiorettindward garciachicago faa invest near miss ohare runway last wkhttptcojvjzzaa,neutral,1.0
Customer Service Issue,0.3609,United,0,united pay cab back airport show baggage dept wet shirt suit viable option nd time happened,negative,1.0
Can't Tell,0.3384,United,1,united thats said year losing customer,negative,1.0
,,United,0,united ua elite gold ua chase pres plus credit card many eqms need platinum elite,neutral,1.0
Customer Service Issue,1.0,United,1,united lack customer centricity u astounding,negative,1.0
Cancelled Flight,0.6484,United,0,united now httptcouygewnosr,neutral,0.9311317801475525
Customer Service Issue,1.0,United,0,united nice staralliance partner ticket dont provide full pqm credit obvious purchase lost mile,negative,1.0
,0.0,United,0,united nope even better seat due wampb first raise hand got move wasnt fast enough,positive,0.8578134179115295
Late Flight,0.6907,United,0,united now maintenance issue issue passenger miss connection needing,negative,1.0
,,United,0,united look beauty dc united airline hope beauty httptconsacfqcdq,positive,0.7658016681671143
Bad Flight,1.0,United,1,united seriously whats slow wifi speed going change worse price shouldnt go,negative,1.0
Can't Tell,0.3684,United,1,united hour gate plane late flightr still update explanation apology worstairlineever unitedairlines,negative,1.0
Flight Attendant Complaints,0.6631,United,0,united gate attendant snobby remark customer service playing poker sister kid,negative,1.0
Flight Attendant Complaints,0.3626,United,0,united poor cabin luggage service ua bos forced check even empty space bag overhead,negative,1.0
,0.0,United,0,united click link want info havent booked yet read waive fee military true,neutral,0.92574542760849
Lost Luggage,1.0,United,0,united still heard anything anyone united erieairport,negative,1.0
Flight Booking Problems,1.0,United,0,united every time search site log give error message book different airline cancelled card,negative,1.0
Cancelled Flight,1.0,United,0,united last seg denver den haydensteamboat hdn got cancelled flightled need help finding luggage,negative,1.0
Late Flight,0.6997,United,0,united hour late flightr im siting another plane waiting leave think credit order terrible service,negative,1.0
,0.0,United,0,united ill let know week next another coastcoast rt,neutral,0.9293757677078247
Lost Luggage,0.6526,United,0,united waited min bag min nomorecheckedbags,negative,1.0
Bad Flight,0.356,United,0,united now let pls inflight live tv ua denewr watch oscar,neutral,0.7911895513534546
Cancelled Flight,0.6737,United,0,united cancelled flighted arrival shv tonight amp st departure mon feb rd check airline status,negative,0.8761653900146484
,,United,0,united lovely part long day attendant ua ua beyond exceptional today givethoseladiesraise,positive,1.0
,,United,0,united open seat st class ua way honor upgrade policy freq flyer andor honor employee upgrade,neutral,0.9451451897621155
,,United,0,united trust enough put coat checked bag,neutral,0.8251087069511414
Lost Luggage,1.0,United,1,united yes amp theyre unsure comethis never happened airline first time united disappointed,negative,1.0
Bad Flight,0.3371,United,0,united course interesting united doesnt seem good sense whats happening,negative,1.0
Flight Booking Problems,0.6658,United,0,united pushing five hour time worth nothing reflight booking problem option unfortunately,negative,1.0
,,United,0,united finally made rep solved problem,positive,0.6775
Can't Tell,0.6333,United,0,united guy complete as,negative,1.0
,,United,0,united thanks gate agent extraordinaire seau fong helping rebooked boise hopefully home nyc sometime tonight,positive,1.0
Customer Service Issue,1.0,United,0,united agent working slowly rebook people ua wasted entire day stt,negative,1.0
,,United,0,united thank yall amazing airline know treat customer guy rock,positive,1.0
,0.0,United,0,united friend flt ase denver cancelled flightled tomorrow help rebook,neutral,0.9386113286018372
Bad Flight,0.708,United,0,united plane came broken seat rather fix put broken sign separated kid,negative,1.0
Late Flight,1.0,United,0,united worst flying experience tried blame atc watched load bag min boarding min late,negative,1.0
,,United,0,united used still let listen radioi often didinteresting tcmparty cek daysofoscar,neutral,0.8049036860466003
,,United,0,united went customer service kiosk able help still thanks following,positive,0.9554212093353271
Cancelled Flight,0.6337,United,0,united read day travel change policy,negative,1.0
Bad Flight,0.6211,United,0,united bw literally smallest seat dad got stuck tiny bathroom ad well disspointed premierk,negative,1.0
,0.0,United,0,united got zero voucher hotel cab expect serious mileage credit,neutral,0.6257151365280151
,,United,0,united nope set thx checking,neutral,0.9611411094665527
,,United,0,united plane,neutral,1.0
Cancelled Flight,0.6729999999999999,United,0,united already cancelled flightled morning snow storm denver now im dc waiting pilot,negative,1.0
longlines,0.6454,United,0,united still suck dont understand two cust service agent long line houston international b gate unitedsucks,negative,1.0
Late Flight,0.6477,United,0,united frustrating flying experience one continuous dunno time leave today dunno thats code,negative,1.0
,,United,0,united denver ap gate b destination santa fe agent ashley amazing job face angry traveler kudos,positive,1.0
Late Flight,0.6891,United,0,united united time americanisbetter,positive,0.9644669890403748
Bad Flight,0.6508,United,0,united id rather spend two day back seat volkswagen two hour plane disgruntled whatacluster,negative,1.0
Late Flight,1.0,United,0,united supposed depart boston now departing due issue finding pilot thanks lot,negative,1.0
Customer Service Issue,0.6464,United,0,united suppose customer enjoy screaming toddler problem someone complains,negative,0.9701639413833618
Can't Tell,1.0,United,0,united give free flight life id still choose purchase ticket competitor,negative,1.0
Can't Tell,0.6742,United,0,united first time flew united horrible thought give second chance third disgruntled,negative,1.0
Customer Service Issue,0.3453,United,0,united san fransico jfk evacuated,neutral,0.7598663568496704
Late Flight,1.0,United,0,united jackson wyoming delayed pilot full toilet deplaned ndary mechanical fail cancelled flightled pending,negative,1.0
Can't Tell,1.0,United,0,united far worst airline ive misfortune flying country ive flown outrageous,negative,1.0
Lost Luggage,1.0,United,0,united want bag now,negative,1.0
Late Flight,1.0,United,0,united thanks causing u miss connection now hour delay flydeltanexttime,negative,1.0
,,United,0,united see talk military baggage fee please guide thanks,neutral,1.0
Can't Tell,1.0,United,0,united hope lose next govt contract,negative,1.0
Lost Luggage,1.0,United,0,united lost bag chi eri landed hr agoyet still zero update unitedairlinessux,negative,1.0
Can't Tell,0.6693,United,0,united send confirmation number home safe sound pay expensive service,negative,1.0
Lost Luggage,1.0,United,0,united bag state didnt travel airport dont fly look itll never show,negative,1.0
Can't Tell,0.69,United,0,united ridiculous refunded whenever final destination,negative,1.0
Late Flight,1.0,United,0,united stay h traveling an sleeping airport floor,negative,1.0
Late Flight,1.0,United,0,united seriously ua delayed copilot isnt hour flying raleigh disappointing,negative,1.0
Can't Tell,0.7071,United,0,united seriously complete b,negative,0.737637460231781
Lost Luggage,0.65,United,0,united weve waiting hour luggage give,negative,1.0
Customer Service Issue,0.6452,United,0,united costumer service denver intl airport ridiculous bad,negative,1.0
Customer Service Issue,1.0,United,0,united lied face gate upgrade thanks badservice unitedsucks,negative,1.0
Customer Service Issue,0.67,United,0,united proof situation now due company mistake,negative,1.0
Can't Tell,0.6915,United,0,united ouch fair,negative,1.0
Customer Service Issue,0.6809,United,0,united synonymous rude cheap really dont know value customer,negative,1.0
Cancelled Flight,0.3393,United,0,united go back home use company available unfair stay h traveling,negative,1.0
Can't Tell,0.6492,United,0,united miss oscar ill never fly united,negative,1.0
Can't Tell,0.7065,United,0,united stingiest airline nobody model ptfo cheap bastard stingy,negative,1.0
Late Flight,1.0,United,0,united delayedagainevery time maintenance issue,negative,1.0
,,United,0,united fine automatically changed connecting wouldnt miss work,positive,1.0
Bad Flight,0.3506,United,0,united yes ride home perfect fete one assume possible charging domestic p deplaned,positive,0.9421609044075012
,,United,0,united ill calling tomorrow,neutral,1.0
Customer Service Issue,0.6856,United,0,united denied upgrade catering issue poorservice,negative,1.0
Bad Flight,1.0,United,0,unitedexcited barrel sky mph ton piece metal operated company cant tiny tv work,negative,1.0
Flight Booking Problems,0.6694,United,0,united heard vouchermiles credit cancelled flighting international yesterday didnt email,negative,0.7919287085533142
Bad Flight,0.6774,United,0,united maybe dont play video flight outfitted w wifi flight wifi isnt working,negative,1.0
Lost Luggage,1.0,United,1,united line baggage system complete rubbish bag missing day meaningful information,negative,1.0
,0.0,United,0,uniteddo still flat tire policy shuttle broke way ord probably miss pm clehelp please,negative,0.9554827213287354
Late Flight,0.3361,United,0,united thanks able app still customer service seen yyz,positive,0.8705736994743347
,0.0,United,0,united thx response finally got min wait talked someone,positive,0.73570716381073
Customer Service Issue,0.6676,United,0,united unhelpful httptcovbfieoqjc,negative,1.0
Can't Tell,0.3511,United,0,united take voucher offered miscounting seat plane mean fly,negative,1.0
Can't Tell,0.3603,United,0,united first seat open ua upgrade processed gate agent yyz said busy cool httptcokpyhckal,negative,1.0
Late Flight,1.0,United,0,united rayja flying la vega chicago late announcement made,negative,1.0
Cancelled Flight,1.0,United,0,united believe cancelled flighted yesterday guess go back notification united cancelled flightlation,negative,1.0
Can't Tell,0.6705,United,0,united case youre reading ua right now d many oversized carryons taking much room enforce rule,negative,1.0
Bad Flight,0.6729,United,0,united airline pay extra better seat time board overbooked there overhead space,negative,1.0
,,United,0,united okay requested follow,neutral,1.0
,,United,0,united thx dmd conf s mqxc amp mpwnc help appreciated,positive,0.9285508394241333
,,United,0,united make sure take care lsusoftball team amp lsuquinlanduhon team,neutral,0.7751052379608154
Late Flight,1.0,United,0,united delayed hr pitiad finally board plane sit half hour amp crew hr limit amp deplane unacceptable,negative,1.0
Customer Service Issue,0.3407,United,0,united stuck yyz staff took break happy,negative,1.0
Bad Flight,0.3335,United,0,united personal device entertainment system great app crashing every min im glad free now,negative,0.6545
Late Flight,1.0,United,0,united pls stop sending text every min saying delayed another minsits hr usually defend u lame,negative,1.0
Bad Flight,0.6735,United,0,united agent use bathroom boarding toilet onboard full oh expected strongly worded email funited,negative,1.0
Customer Service Issue,1.0,United,1,united hire extra customer service rep minute wait time ask one question rather fly another airline thanks,negative,1.0
Cancelled Flight,1.0,United,0,united united ua two delay cancelled flightled explanation amp flight norfolk arent booked renting car,negative,1.0
Can't Tell,0.3398,United,0,united ill try mileage program historically lifeline u worldhungry traveler moderate mean,negative,0.6876002550125122
Bad Flight,0.3615,United,0,united way help find la stuck dia sat plane hr now waiting hour update,negative,1.0
Cancelled Flight,1.0,United,0,united minute wait time help cancelled flightled help guy,negative,1.0
Customer Service Issue,0.6816,United,0,united rebooked take bus portland maine boston told united cover charge,neutral,0.955845832824707
,,United,0,united sector whereby say bagsno bag allowance international,neutral,1.0
Flight Attendant Complaints,1.0,United,1,united well phlsfo yesterday major miss unfriendly premier cabin crew baggage cluster sfo,negative,1.0
Lost Luggage,1.0,United,1,united baggage tracking system worthless tell nothing bag much le plan,negative,1.0
Bad Flight,0.3608,United,0,united offering reroute sfo lax might geography class time,neutral,0.9687066078186035
Lost Luggage,1.0,United,1,united thank letting downmy luggage still denver im phl neveragain flyingwithus disappointed lostacustomer,negative,1.0
Customer Service Issue,0.6759,United,0,united delayed ewr yyz customer service found airport,negative,1.0
Cancelled Flight,1.0,United,0,united ua two delay cancelled flightled flight norfolk arent booked renting car,negative,1.0
Cancelled Flight,0.7185,United,0,united thanks one pilot last two flight stranding houston tonight airline absolute worst,negative,1.0
Can't Tell,0.365,United,0,united disgusted disappointed united airline luggage policy attitude toward musician unacceptable,negative,1.0
Late Flight,0.6658,United,0,united missing amazing u bank work conference ok now,negative,1.0
Cancelled Flight,0.3804,United,0,united frozen line continuing due passenger comfort ok sat plane long vega,negative,1.0
Customer Service Issue,0.3398,United,0,united last call customer service agent called back stuck hold air canada hope he booked,negative,0.6567
Lost Luggage,0.6772,United,0,united left bag houston last night freezing cold memphis idea see tomorrow,neutral,0.9448328614234924
,0.0,United,0,united fly southwestair never issue,positive,0.6595
Customer Service Issue,1.0,United,0,united terrible customer service amp doesnt feel need notify customer flight delayed,negative,1.0
Bad Flight,1.0,United,1,united tried failed still wifi last row middle fly every week thanks nothing,negative,1.0
,,United,0,united great pvd smallest plane smoothest landing,positive,1.0
Customer Service Issue,0.6715,United,1,united trying check tomorrow website keep timing whats,negative,1.0
Customer Service Issue,1.0,United,0,united yes computer allow san diego quick customer service help say cant rebook httptcokcvubuyexc,negative,1.0
Late Flight,1.0,United,0,united say weather delay yxe morning weather didnt affect airline ua httptcojdvktcqx,negative,1.0
,,United,0,united bereavement discount airfare grandfather passed need attend funeral week,neutral,1.0
Cancelled Flight,1.0,United,1,united cancelled flightled none passenger notified complete violation traveler right aerocivilcol,negative,1.0
Cancelled Flight,0.6768,United,0,united thanks ruined vacation poorly maintained aircraft cant fly safely stt ua cancelled flightledflight,negative,1.0
,,United,0,united fact received boarding pas,neutral,1.0
,0.0,United,0,united lmuschel traveling sep reservation number fkxb,neutral,0.972176194190979
Customer Service Issue,0.6526,United,1,unitedthats something hear hopefully staff resolve amp way asap ml amp still resolved,negative,1.0
,0.0,United,0,united must follow order send direct message meant,neutral,0.9753220081329346
,0.0,United,0,united dont know dm confirmation number mean,neutral,0.6423
Late Flight,0.6437,United,0,united waiting ewrord delayed min might miss ordywg pm ct room ordywg case miss connex,negative,1.0
,,United,0,united dm confirmation mean,neutral,1.0
Late Flight,1.0,United,0,united well now finally board hopefully take time quickly well hour delay,negative,1.0
Late Flight,0.3978,United,0,united missed connection already missed next put now im going lax instead hawaii,negative,1.0
Flight Booking Problems,0.6814,United,0,united reservation made last july want know wasnt reseated happens international itinerary,negative,1.0
Customer Service Issue,0.6931,United,0,united line full worried customer guy desk say sorry take care problem late flightr dont time,negative,1.0
Customer Service Issue,0.6637,United,0,united must people waiting line customer service den deal cancelled flightations,negative,1.0
Lost Luggage,0.6921,United,0,united american never bag apparently united never switched go back united baggage service,negative,1.0
Late Flight,0.6634,United,0,united unacceptable min late missing screw tucson left even landed,negative,1.0
Late Flight,0.3594,United,1,united cmh gate staff disaster overbooked volunteer boarding min late trying figure issue bringbackrealstaff,negative,1.0
Lost Luggage,0.6621,United,0,united waiting half hour checked bag ewr amp priority disappointing usually guy good,negative,1.0
longlines,0.3402,United,0,united earnings low checkin people tarmac loading bag jan,negative,1.0
Flight Booking Problems,0.3463,United,1,united thank dishonoring upgrade putting seat didnt want even notifying great service,negative,1.0
Can't Tell,0.6667,United,0,united guy gay,negative,1.0
Cancelled Flight,0.6495,United,0,united emailscalls past month change helpful wish sent cancelled flightlation yesterday,negative,1.0
Flight Attendant Complaints,0.6619,United,0,united changed depart pm amp now pm amp capt got plane find smoothie pm as,negative,1.0
,,United,0,united thanks much passport recovered,positive,1.0
Customer Service Issue,0.6593,United,0,united thanks nothing atlanta lounge ap say sure nothing terminal t httptcotfjfmshak,negative,1.0
,0.0,United,0,united thank,neutral,0.6186
Late Flight,0.6628,United,0,united tick tock tick tock rapidly approaching next dream departure pm next fantasy departure time,neutral,0.9239266514778137
Customer Service Issue,0.7069,United,0,united make day take airline without hiccup end train employee communicate,negative,1.0
Bad Flight,1.0,United,0,united baby shit pant half way smelled shit going,negative,1.0
Customer Service Issue,0.6894,United,0,united cause miss telling already left empathy gate staff crew apology really,negative,1.0
Customer Service Issue,1.0,United,0,united rescheduled return japan uh trying call unitedairlines customerservice min wait fun,negative,1.0
Can't Tell,1.0,United,0,united far worst airline,negative,1.0
Lost Luggage,0.6897,United,0,united rebooked american united said theyd transfer bag,neutral,0.9762928485870361
Late Flight,0.6733,United,0,united appalled lack communication awful journey ewr bos hr delay need explained better,negative,1.0
Customer Service Issue,0.6425,United,0,united im dming info assisting home left m first even landed,negative,1.0
Customer Service Issue,0.6413,United,0,united boston self service swipe yr boarding pas gate difficult tag bag easy improvetheprocess,negative,1.0
,0.0,United,0,united name correct original confirmation spelled wrong checkin reminder first name mi run together cause concern,neutral,0.6559
Flight Attendant Complaints,0.6684,United,0,united people catch flight attendant help,negative,1.0
Lost Luggage,0.3602,United,1,united consistency denver agent say standby checked baggage citing faa website policy say timeswitch,negative,1.0
Customer Service Issue,1.0,United,1,biz day calendar respond inquiry united hope standard universally adopted badcustomerservice,negative,1.0
Lost Luggage,1.0,United,0,united thanks occur guy hour extra bag due delay thats hour fail,negative,1.0
Late Flight,1.0,United,0,united many delay todaywhats hoping pm board soon united premierk,negative,1.0
Flight Booking Problems,0.6695,United,0,united website fucked now instead shouldve yesterday today thanks,negative,1.0
Customer Service Issue,1.0,United,0,united called back ive hold issue confirmation number email show much ive paid,negative,1.0
Flight Attendant Complaints,0.6593,United,0,united im sure help experience terrible plane dirty staff rude start perhaps,negative,1.0
Customer Service Issue,1.0,United,0,united check still saying havent paid ive called back twice hold minute answered hung,negative,1.0
Customer Service Issue,1.0,United,0,united hold minute finally got someone retook form payment confirmed reservation set tried,negative,1.0
,,United,0,united welcome world thats snow world today goosebayairport goose bay labrador canada httptcokixrnk,neutral,1.0
Flight Booking Problems,0.6742,United,0,united bought ticket yesterday received confirmation tried check said hadnt paid called,negative,1.0
Late Flight,1.0,United,0,united delayed salt floor previous passenger want fly dont care shoe ua,negative,1.0
Customer Service Issue,0.6454,United,0,united czamkoff profit dont really give damn paying customer greed,negative,1.0
Flight Attendant Complaints,0.6837,United,0,united unfortunately didnt name nice,negative,1.0
Bad Flight,0.3666,United,0,united seat international connection seriously,negative,1.0
,,United,0,united thanks got couple minute ago great service btw please pas team,positive,1.0
Lost Luggage,0.6888,United,0,united bag lost cant ahold anyone help,negative,1.0
Cancelled Flight,0.6503,United,0,united delete return ticket europe blame now show airline joke time happened now time,negative,1.0
Customer Service Issue,0.6659,United,0,united united arrives late im told rebook connecting united characterize show,negative,1.0
,,United,0,united agent service weekend trip amazing thank,positive,1.0
Can't Tell,0.6729,United,0,united never flying united worst experience,negative,1.0
Late Flight,0.7141,United,0,united tiffanyandco ntrustopen ah thats fund fix broken plane upon sat hr iah runway went,negative,1.0
,,United,0,united tried figure go,neutral,1.0
Lost Luggage,1.0,United,0,united direct message follow u want luggage please hep,negative,1.0
,,United,0,united model,neutral,1.0
